,,,,,,"<Results of SALOME, time limit of 20 sec.>",,,"<Results of 10,000 runs of random search (with maximum load rule)>",,,,,<Graph structure measures>,,,,,,,,,,,<Times structure measures>,,,,,,,,,,,,,
159,8,instance_n=50_159p8,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9992,0.9992,0.0008,0.198,1.08,6,0.877,0.746, 0.500 ,3.571,0,0,6.25,0.06,1000,6.528,0.028,0.306,0.071,,,,,,,,,
159,9,instance_n=50_159p9,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.999,0.999,0.001,0.198,1.08,6,0.877,0.746, 0.500 ,3.571,0,0,6.25,0.06,1000,6.528,0.028,0.306,0.071,,,,,,,,,
159,10,instance_n=50_159p10,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9975,0.9975,0.0025,0.198,1.08,6,0.877,0.746, 0.500 ,3.571,0,0,6.25,0.06,1000,6.528,0.028,0.306,0.071,,,,,,,,,
160,1,instance_n=50_160,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8, 0.964 ,0.9636,0.0364,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,2,instance_n=50_160p2,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9948,0.9948,0.0052,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,3,instance_n=50_160p3,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9865,0.9865,0.0135,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,4,instance_n=50_160p4,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9912,0.9912,0.0088,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,5,instance_n=50_160p5,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9807,0.9807,0.0193,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,6,instance_n=50_160p6,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9754,0.9754,0.0246,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,7,instance_n=50_160p7,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9892,0.9892,0.0108,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,8,instance_n=50_160p8,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9776,0.9776,0.0224,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,9,instance_n=50_160p9,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9871,0.9871,0.0129,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
160,10,instance_n=50_160p10,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9789,0.9789,0.0211,0.204,0.98,4,0.909,0.833, 0.620 ,3.1,0.02,4,6.25,0.12,1000,7.511,0.032,0.358,0.075,,,,,,,,,
161,1,instance_n=50_161,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7, 1.000 ,0.9998,0.0002,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,2,instance_n=50_161p2,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,3,instance_n=50_161p3,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,4,instance_n=50_161p4,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,5,instance_n=50_161p5,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,6,instance_n=50_161p6,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,7,instance_n=50_161p7,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,8,instance_n=50_161p8,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,9,instance_n=50_161p9,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
161,10,instance_n=50_161p10,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.198,1.04,6,0.893,0.758, 0.540 ,3,0,0,6.25,0.08,1000,6.439,0.024,0.32,0.067,,,,,,,,,
162,1,instance_n=50_162,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8, 0.999 ,0.9989,0.0011,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,2,instance_n=50_162p2,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,3,instance_n=50_162p3,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9998,0.9998,0.0002,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,4,instance_n=50_162p4,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,5,instance_n=50_162p5,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9999,0.9999,1E-04,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,6,instance_n=50_162p6,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,7,instance_n=50_162p7,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,8,instance_n=50_162p8,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,9,instance_n=50_162p9,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
162,10,instance_n=50_162p10,CH,0.2,peak at the bottom,trivial,8,8,8,1,8,1,1,<0.0001,0.198,1.12,5,0.794,0.758, 0.480 ,3.429,0,0,6.25,0.14,1000,7.302,0.029,0.333,0.073,,,,,,,,,
163,1,instance_n=50_163,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7, 0.922 ,0.9218,0.0782,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,2,instance_n=50_163p2,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9628,0.9628,0.0372,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,3,instance_n=50_163p3,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9516,0.9516,0.0484,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,4,instance_n=50_163p4,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9254,0.9254,0.0746,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,5,instance_n=50_163p5,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9547,0.9547,0.0453,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,6,instance_n=50_163p6,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9632,0.9632,0.0368,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,7,instance_n=50_163p7,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9783,0.9783,0.0217,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,8,instance_n=50_163p8,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.946,0.946,0.054,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,9,instance_n=50_163p9,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9539,0.9539,0.0461,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
163,10,instance_n=50_163p10,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9195,0.9195,0.0805,0.195,1.02,4,0.909,0.781, 0.600 ,3.333,0,0,6.25,0.08,1000,6.687,0.026,0.36,0.078,,,,,,,,,
164,1,instance_n=50_164,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7, 1.000 ,0.9999,1E-04,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,2,instance_n=50_164p2,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,3,instance_n=50_164p3,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,4,instance_n=50_164p4,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,5,instance_n=50_164p5,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,6,instance_n=50_164p6,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9999,0.9999,1E-04,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,7,instance_n=50_164p7,CH,0.2,peak at the bottom,less tricky,7,7,7,1,7,0.9999,0.9999,1E-04,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,8,instance_n=50_164p8,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,9,instance_n=50_164p9,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
164,10,instance_n=50_164p10,CH,0.2,peak at the bottom,trivial,7,7,7,1,7,1,1,<0.0001,0.197,1.14,4,0.806,0.746, 0.460 ,3.286,0,0,6.25,0.1,1000,6.416,0.026,0.301,0.069,,,,,,,,,
165,1,instance_n=50_165,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8, 0.994 ,0.9943,0.0057,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,2,instance_n=50_165p2,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9699,0.9699,0.0301,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,3,instance_n=50_165p3,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9922,0.9922,0.0078,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,4,instance_n=50_165p4,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9938,0.9938,0.0062,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,5,instance_n=50_165p5,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9953,0.9953,0.0047,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,6,instance_n=50_165p6,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9955,0.9955,0.0045,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,7,instance_n=50_165p7,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9896,0.9896,0.0104,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,8,instance_n=50_165p8,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9952,0.9952,0.0048,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,9,instance_n=50_165p9,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9848,0.9848,0.0152,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
165,10,instance_n=50_165p10,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9954,0.9954,0.0046,0.197,1.22,6,0.769,0.725, 0.460 ,3.286,0.02,4,6.25,0.08,1000,7.505,0.03,0.35,0.076,,,,,,,,,
166,1,instance_n=50_166,CH,0.2,peak at the bottom,tricky,8,8,8,1,8, 0.321 ,0.3208,0.6792,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,2,instance_n=50_166p2,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3611,0.3611,0.6389,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,3,instance_n=50_166p3,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3883,0.3883,0.6117,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,4,instance_n=50_166p4,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3332,0.3332,0.6668,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,5,instance_n=50_166p5,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3822,0.3822,0.6178,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,6,instance_n=50_166p6,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3555,0.3555,0.6445,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,7,instance_n=50_166p7,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3422,0.3422,0.6578,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,8,instance_n=50_166p8,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3752,0.3752,0.6248,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,9,instance_n=50_166p9,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3159,0.3159,0.6841,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
166,10,instance_n=50_166p10,CH,0.2,peak at the bottom,tricky,8,8,8,1,8,0.3466,0.3466,0.6534,0.2,1.02,6,0.862,0.82, 0.660 ,3,0.02,6,6.25,0.14,1000,7.754,0.024,0.324,0.08,,,,,,,,,
167,1,instance_n=50_167,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8, 1.000 ,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,2,instance_n=50_167p2,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,3,instance_n=50_167p3,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,4,instance_n=50_167p4,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,5,instance_n=50_167p5,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,6,instance_n=50_167p6,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,7,instance_n=50_167p7,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,8,instance_n=50_167p8,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,9,instance_n=50_167p9,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
167,10,instance_n=50_167p10,CH,0.2,peak at the bottom,extremely tricky,7,7,7,0,8,1,<0.0001,>0.9999,0.2,1.02,6,0.877,0.806, 0.520 ,2.6,0,0,6.25,0.12,1000,6.989,0.021,0.355,0.079,,,,,,,,,
168,1,instance_n=50_168,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9, 1.000 ,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,2,instance_n=50_168p2,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,3,instance_n=50_168p3,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,4,instance_n=50_168p4,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,5,instance_n=50_168p5,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,6,instance_n=50_168p6,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,7,instance_n=50_168p7,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,8,instance_n=50_168p8,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,9,instance_n=50_168p9,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
168,10,instance_n=50_168p10,CH,0.2,peak at the bottom,extremely tricky,8,8,8,0,9,1,<0.0001,>0.9999,0.195,1.06,6,0.877,0.769, 0.560 ,2.8,0,0,6.25,0.08,1000,7.959,0.035,0.426,0.073,,,,,,,,,
169,1,instance_n=50_169,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8, 0.992 ,0.9922,0.0078,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,2,instance_n=50_169p2,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9987,0.9987,0.0013,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,3,instance_n=50_169p3,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9898,0.9898,0.0102,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,4,instance_n=50_169p4,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9996,0.9996,0.0004,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,5,instance_n=50_169p5,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.994,0.994,0.006,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,6,instance_n=50_169p6,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9998,0.9998,0.0002,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,7,instance_n=50_169p7,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9937,0.9937,0.0063,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,8,instance_n=50_169p8,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9926,0.9926,0.0074,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,9,instance_n=50_169p9,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9956,0.9956,0.0044,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
169,10,instance_n=50_169p10,CH,0.2,peak at the bottom,less tricky,8,8,8,1,8,0.9969,0.9969,0.0031,0.2,1.14,7,0.781,0.746, 0.520 ,4.333,0,0,6.25,0.14,1000,7.439,0.036,0.375,0.072,,,,,,,,,
170,1,instance_n=50_170,CH,0.2,peak at the bottom,extremely tricky,7,7,7,1,7, 0.002 ,0.0016,0.9984,0.202,1.14,5,0.794,0.781, 0.500 ,3.125,0,0,6.25,0.12,1000,6.954,0.028,0.341,0.075,,,,,,,,,
170,2,instance_n=50_170p2,CH,0.2,peak at the bottom,extremely tricky,7,7,7,1,7,0.0009,0.0009,0.9991,0.202,1.14,5,0.794,0.781, 0.500 ,3.125,0,0,6.25,0.12,1000,6.954,0.028,0.341,0.075,,,,,,,,,
170,3,instance_n=50_170p3,CH,0.2,peak at the bottom,extremely tricky,7,7,7,1,7,0.0008,0.0008,0.9992,0.202,1.14,5,0.794,0.781, 0.500 ,3.125,0,0,6.25,0.12,1000,6.954,0.028,0.341,0.075,,,,,,,,,
170,4,instance_n=50_170p4,CH,0.2,peak at the bottom,extremely tricky,7,7,7,1,7,0.0008,0.0008,0.9992,0.202,1.14,5,0.794,0.781, 0.500 ,3.125,0,0,6.25,0.12,1000,6.954,0.028,0.341,0.075,,,,,,,,,
170,5,instance_n=50_170p5,CH,0.2,peak at the bottom,extremely tricky,7,7,7,1,7,0.0007,0.0007,0.9993,0.202,1.14,5,0.794,0.781, 0.500 ,3.125,0,0,6.25,0.12,1000,6.954,0.028,0.341,0.075,,,,,,,,,
